sep=,
DeviceTag:,scapula
FirmwareVersion:,2.4.0
AppVersion:,2022.0.0
SyncStatus:,Synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode5
StartTime: ,2023-06-22_10:04:46_985 CEST
© Xsens Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z
169,628871744,-0.547108,-0.002610,10.229652,2.670182,-2.659713,-0.575722,0.009538,-0.031990,-0.003296,0.999438,
170,628888411,-0.490308,-0.046466,10.202256,2.039072,-2.260372,-0.418998,0.009705,-0.031748,-0.003263,0.999445,
171,628905078,-0.474179,-0.057420,10.184187,1.905911,-1.653415,-0.225212,0.009843,-0.031595,-0.003247,0.999448,
172,628921745,-0.482660,-0.033547,10.248230,1.947340,-1.130775,0.091354,0.009935,-0.031517,-0.003222,0.999450,
173,628938412,-0.501130,0.001997,10.230279,2.028033,-0.676560,0.387860,0.009985,-0.031506,-0.003184,0.999450,
174,628955079,-0.499506,0.000279,10.254413,1.587840,-0.135722,0.677590,0.009991,-0.031574,-0.003208,0.999448,
175,628971746,-0.488390,-0.022602,10.237824,1.110483,0.088857,0.838937,0.009971,-0.031676,-0.003300,0.999444,
176,628988413,-0.514231,-0.056158,10.247531,0.740956,0.302159,0.893173,0.009942,-0.031809,-0.003445,0.999440,
177,629005080,-0.486926,-0.093820,10.280711,1.529046,0.327413,0.998274,0.009901,-0.031945,-0.003475,0.999436,
178,629021747,-0.486331,-0.111897,10.275829,3.234621,0.351682,1.380851,0.009812,-0.032081,-0.003256,0.999433,
179,629038414,-0.526553,-0.044961,10.269734,4.848990,0.344190,1.741068,0.009679,-0.032215,-0.002800,0.999431,
180,629055081,-0.553509,0.029796,10.255173,5.411983,0.571528,2.007760,0.009510,-0.032381,-0.002260,0.999429,
181,629071748,-0.575233,0.083979,10.255018,4.499339,0.709786,2.209832,0.009307,-0.032568,-0.001853,0.999426,
182,629088415,-0.587085,0.105240,10.243528,2.920520,0.634228,2.234446,0.009094,-0.032747,-0.001674,0.999422,
183,629105082,-0.593775,0.088543,10.240290,1.267195,0.534236,2.274389,0.008865,-0.032913,-0.001736,0.999419,
184,629121749,-0.616870,0.037738,10.243970,0.497853,0.148022,2.364046,0.008621,-0.033024,-0.001909,0.999417,
185,629138416,-0.605811,0.028718,10.260897,0.158651,-0.187626,2.499204,0.008355,-0.033087,-0.002132,0.999417,
186,629155083,-0.593153,-0.020427,10.262977,-0.026752,-0.401377,2.490688,0.008090,-0.033119,-0.002382,0.999417,
187,629171750,-0.609336,-0.042273,10.269425,-0.093832,-0.243615,2.379541,0.007840,-0.033174,-0.002642,0.999417,
188,629188417,-0.593814,-0.081465,10.243114,-0.069052,0.043843,2.244396,0.007610,-0.033270,-0.002899,0.999414,
189,629205084,-0.613058,-0.100608,10.215969,0.081352,0.199094,1.967523,0.007421,-0.033389,-0.003135,0.999411,
190,629221751,-0.652744,-0.116337,10.220336,0.722541,0.243404,1.901903,0.007245,-0.033514,-0.003278,0.999408,
191,629238418,-0.681496,-0.126620,10.231363,1.521119,0.130554,1.785788,0.007090,-0.033621,-0.003306,0.999405,
192,629255085,-0.679597,-0.091689,10.239200,2.281291,-0.059959,1.496915,0.006980,-0.033700,-0.003224,0.999404,
193,629271752,-0.681208,-0.051917,10.208480,2.335718,-0.405808,1.313836,0.006897,-0.033729,-0.003137,0.999403,
194,629288419,-0.685567,-0.042298,10.184906,2.059600,-0.472554,1.080965,0.006847,-0.033748,-0.003090,0.999403,
195,629305086,-0.674976,-0.047856,10.199713,1.490102,-0.557307,0.937406,0.006814,-0.033755,-0.003128,0.999403,
196,629321753,-0.666363,-0.079067,10.197043,1.269884,-0.532783,0.651670,0.006822,-0.033766,-0.003198,0.999403,
197,629338420,-0.686423,-0.114908,10.212214,1.425494,-0.597455,0.501080,0.006853,-0.033767,-0.003247,0.999402,
198,629355087,-0.688434,-0.106115,10.206538,1.767014,-0.756535,0.376948,0.006902,-0.033745,-0.003247,0.999403,
199,629371754,-0.698543,-0.105245,10.246840,2.208103,-0.832272,0.212912,0.006979,-0.033712,-0.003184,0.999403,
200,629388421,-0.697255,-0.078011,10.272259,2.461489,-0.913067,0.056969,0.007079,-0.033666,-0.003084,0.999404,
201,629405088,-0.686623,-0.065273,10.277544,2.225558,-0.930714,-0.074149,0.007197,-0.033618,-0.003020,0.999405,
202,629421755,-0.688406,-0.078629,10.279389,2.110941,-0.736340,-0.238416,0.007339,-0.033599,-0.002973,0.999405,
203,629438422,-0.663010,-0.088900,10.258595,1.908805,-0.441089,-0.364161,0.007497,-0.033622,-0.002956,0.999403,
204,629455089,-0.665530,-0.089439,10.232046,1.698743,-0.043273,-0.544027,0.007681,-0.033704,-0.002969,0.999399,
205,629471756,-0.670336,-0.073325,10.210958,1.611442,0.299944,-0.649910,0.007880,-0.033836,-0.002996,0.999393,
206,629488423,-0.664721,-0.026137,10.205396,1.238675,0.457180,-0.655736,0.008078,-0.033990,-0.003076,0.999386,
207,629505090,-0.669662,-0.018488,10.234406,0.430236,0.414125,-0.654289,0.008272,-0.034140,-0.003274,0.999379,
208,629521757,-0.686231,-0.048902,10.226661,-0.603563,0.150814,-0.650383,0.008461,-0.034253,-0.003623,0.999372,
209,629538424,-0.699010,-0.104352,10.200751,-1.190645,-0.218131,-0.710701,0.008655,-0.034312,-0.004058,0.999367,
210,629555091,-0.714796,-0.146144,10.180307,-0.960118,-0.742589,-0.732626,0.008852,-0.034296,-0.004460,0.999364,
211,629571758,-0.700027,-0.165798,10.168108,0.022315,-1.225324,-0.632634,0.009040,-0.034208,-0.004719,0.999364,
212,629588425,-0.670198,-0.189408,10.180173,1.448981,-1.903638,-0.635297,0.009235,-0.034019,-0.004772,0.999368,
213,629605092,-0.676366,-0.157913,10.195529,2.994810,-2.615774,-0.484336,0.009415,-0.033725,-0.004600,0.999377,
214,629621759,-0.644469,-0.137143,10.224884,4.456399,-3.211910,-0.404809,0.009590,-0.033343,-0.004217,0.999390,
215,629638426,-0.650945,-0.083277,10.282544,5.156446,-3.794099,-0.266884,0.009749,-0.032875,-0.003732,0.999406,
216,629655093,-0.629864,-0.028494,10.344043,5.091990,-4.312308,-0.019901,0.009870,-0.032332,-0.003256,0.999424,
